County,current,Predicted,change
nm.sandoval,23.324724,41.317345,-17.99262
pa.warren,2.455197,8.569893,-6.1146955
oh.sandusky,7.3850746,11.770149,-4.3850746
in.bartholomew,21.91414,37.39394,-15.479799
oh.scioto,6.7107625,9.782511,-3.0717483
nv.white pine,25.75,48.25,-22.5
ne.sarpy,64.52885,90.29327,-25.76442
ut.millard,15.486486,21.135136,-5.648649
ut.wasatch,138.47368,200.52632,-62.052643
in.miami,86.8,143.16,-56.36
in.montgomery,19.679611,33.737865,-14.058254
in.monroe,16.635,21.2475,-4.612499
in.wells,20.746836,33.468353,-12.721518
ak.anchorage,17.222124,24.899115,-7.6769905
in.orange,37.291668,49.625,-12.333332
ak.bethel,0,0,0
ms.winston,22.075758,29.454546,-7.378788
in.starke,23.301888,32.377357,-9.07547
in.knox,13.577143,20.617144,-7.040001
sd.douglas,29.90909,36.363636,-6.454546
in.whitley,62.466667,102.3,-39.833336
sd.edmunds,24,30,-6
va.giles,7.8,11.7,-3.8999996
pr.utuado,77.28571,99.42857,-22.14286
wv.wetzel,8.5,12.4827585,-3.9827585
md.carroll,9.498777,12.828851,-3.3300734
wv.barbour,7.5416665,11,-3.4583335
nc.alexander,77.6,105,-27.400002
sd.corson,35.416668,49.416668,-14
va.patrick,22.08,28,-5.92
wa.asotin,31.64,47.64,-16
va.new kent,4.072727,4.490909,-0.4181819
pa.beaver,13.921718,23.247475,-9.325757
de.new castle,11.888835,15.579403,-3.690568
pa.fulton,22.238094,43.57143,-21.333336
pa.washington,9.850498,15.970099,-6.1196012
pa.carbon,11.761291,21.006453,-9.245162
pa.lancaster,15.72817,23.71602,-7.98785
pa.northampton,30.468586,45.36911,-14.900524
nm.san juan,27.677902,42.925095,-15.247192
de.kent,22.694445,31.98611,-9.291666
wi.shawano,165.2,200.8,-35.600006
wi.saint croix,0,0,0
ak.juneau,0,0,0
ne.hall,26.830769,38.092308,-11.261539
la.saint bernard,0,0,0
ms.copiah,37.42,41.14,-3.7200012
mn.anoka,47.28022,74.17766,-26.897438
md.calvert,23.855263,27.657894,-3.8026314
il.st. clair,31.089605,42.666668,-11.577063
co.adams,22.81679,33.27315,-10.456362
ri.newport,12.775194,18.139534,-5.36434
sd.gregory,11.097561,14.707317,-3.6097565
ia.franklin,31.72,47.84,-16.12
ri.kent,20.451254,33.231197,-12.779943
ga.appling,28.469387,30.44898,-1.9795933
ia.carroll,18.215517,23.284483,-5.068966
ga.effingham,93.32,101.64,-8.32
va.bedford city,0,0,0
wi.dodge,40.285713,55.07347,-14.787758
wi.pepin,22.08,35.92,-13.839998
al.chilton,96.42308,99.30769,-2.884613
gu.guam,0,0,0
mt.silver bow,12.436893,22.718447,-10.281553
oh.tuscarawas,24.065657,40.727272,-16.661615
la.evangeline,8.788,12.068,-3.2799997
or.curry,7.5,11.833333,-4.333333
wv.brooke,3.857143,6.7016807,-2.8445377
id.twin falls,29.039526,37.4585,-8.418974
vt.washington,4.035,8.51,-4.4750004
az.apache,0,0,0
ne.johnson,21.055555,31.5,-10.444445
tx.randall,3118.75,4384.25,-1265.5
ga.irwin,14.676471,15.058824,-0.38235283
ia.linn,15.008841,22.961689,-7.9528484
ms.hinds,4.255144,5.00636,-0.75121593
la.bienville,44.190475,49.761906,-5.57143
ar.miller,37.225807,45.16129,-7.935482
ms.warren,5.1136365,5.573232,-0.45959568
va.lynchburg,0,0,0
pa.cambria,10.781145,22.272728,-11.491583
la.st. bernard,49.925,55.575,-5.6500015
mi.genesee,15.378957,23.49444,-8.115483
oh.ashtabula,7.179487,13.449883,-6.270396
ms.forrest,7.924771,8.594496,-0.66972494
il.hamilton,18.12,29.32,-11.199999
il.tazewell,55.066666,86.2,-31.133331
il.randolph,14.189474,19.273684,-5.0842094
il.mcdonough,18.242105,25.905264,-7.6631584
ok.garvin,19.633333,29,-9.366667
sd.spink,25.48,33.68,-8.200001
sd.beadle,96.16,129.76,-33.59999
il.franklin,99.4,136.24,-36.840004
il.clay,58.666668,91.888885,-33.222218
il.lawrence,53.52,102.2,-48.679996
il.macoupin,53.58,88.52,-34.939995
ak.wrangell-petersburg,0,0,0
tn.macon,81.12,95.68,-14.559998
tn.shelby,9.732335,11.414095,-1.6817598
tn.perry,10.886792,13.3396225,-2.4528303
tn.putnam,26.8583,29.465588,-2.6072884
ks.franklin,29.772728,40.5,-10.727272
ks.logan,3.5774648,5.028169,-1.4507043
ks.finney,38.878788,49.204544,-10.325756
ks.reno,26.596413,39.56502,-12.968609
ks.jefferson,11.8918915,18.81081,-6.9189186
ks.gove,4.4714284,5.571429,-1.1000004
ks.stafford,9.28,14.64,-5.3600006
ks.sumner,13.407895,21.31579,-7.907895
ga.worth,33.68,33.52,0.15999985
tx.san patricio,26.466667,30.373333,-3.9066658
tx.stephens,8.9,15.05,-6.1500006
tx.dimmit,8.645833,8.979167,-0.33333397
tx.navarro,18.728395,22.123457,-3.3950615
tx.hartley,12.523809,12.904762,-0.38095284
tx.somervell,20.125,30.5,-10.375
tx.cherokee,4.177156,4.2727275,-0.09557152
tx.atascosa,26.089552,27.119404,-1.0298519
tx.dawson,58.31818,68.818184,-10.500004
il.fayette,19.781818,29.790909,-10.00909
tx.refugio,18.65,22.2,-3.5500011
tx.starr,98.458336,102.770836,-4.3125
il.washington,18.2,27,-8.799999
tx.wharton,8.609524,9.619047,-1.0095234
tx.tyler,7.020408,7.142857,-0.12244892
ga.barrow,70.98214,76.89286,-5.910721
tx.deaf smith,53.57143,65.71429,-12.142857
oh.warren,30.965609,45.420635,-14.455027
va.rockingham,11.52521,12.47479,-0.94957924
va.shenandoah,65.56,82.6,-17.04
ks.allen,9.32,15.24,-5.92
ok.cherokee,27.183674,35.438774,-8.2551
ne.madison,12.459075,18.128115,-5.6690397
ga.screven,20.36,22.44,-2.08
tx.bailey,20.48,27.08,-6.6000004
al.greene,25.9,30.5,-4.6000004
al.butler,13.691489,14.968085,-1.2765961
ia.howard,32.210526,47.894737,-15.684212
il.henry,36.59302,63.755814,-27.162792
co.lake,13.84,21.44,-7.6000004
co.kiowa,1.1190476,1.9285715,-0.8095238
ca.imperial,66.839554,78.72388,-11.884323
ga.grady,18.233334,18.75,-0.5166664
ga.washington,10.620689,12.456897,-1.8362074
ga.elbert,25.788462,29.807692,-4.01923
ga.emanuel,20.86111,22.63889,-1.7777786
ga.morgan,18.02,19.24,-1.2199993
ga.macon,7.755102,8.142858,-0.3877554
ga.lowndes,14.348361,15.534836,-1.1864748
nc.pender,24.5,28.10465,-3.6046505
ca.yuba,16.069365,24.884394,-8.815029
la.st. charles,49.76271,66.89831,-17.135597
la.franklin,42.720932,52.139534,-9.418602
la.west feliciana,39.045456,38.363636,0.6818199
la.sabine,39.409092,53.772728,-14.363636
la.livingston,119.01695,160.11864,-41.101685
ca.plumas,3.1149426,5.37931,-2.2643676
nc.nash,12.181142,13.220843,-1.0397015
nc.new hanover,10.141743,11.408322,-1.2665796
la.allen,29.039474,30.276316,-1.2368412
ga.bleckley,30.16,33.6,-3.4399986
ga.houston,20.213768,21.836956,-1.623188
ga.hall,22.004566,22.697107,-0.6925411
ga.dodge,12.361702,14.787234,-2.4255323
ga.clinch,21.96,24.72,-2.7600002
ga.spalding,16.81875,18.7875,-1.96875
ga.baldwin,7.6684933,7.9890413,-0.32054806
ga.glynn,11.36409,12.089775,-0.7256851
ga.pulaski,10.061225,10.448979,-0.38775444
ga.wayne,20.022728,21.704546,-1.681818
ga.toombs,31.631578,33.210526,-1.5789471
ga.troup,15.373188,15.960145,-0.586957
ga.laurens,7.7880435,8.404891,-0.6168475
ca.tehama,22.847826,31.804348,-8.956522
co.weld,41.758106,66.900246,-25.14214
ca.amador,21.538462,70.71154,-49.17308
ca.del norte,9.979591,18.387754,-8.408163
ca.calaveras,13.958333,22.6875,-8.729167
ca.colusa,18.916666,27.916666,-9
ca.glenn,23.553192,30.468084,-6.914892
ca.siskiyou,14.754098,27.770493,-13.016395
co.mesa,13.574428,24.42748,-10.853053
ga.wheeler,17.12,19.48,-2.3599987
ga.gordon,56.753624,66.94203,-10.188408
ga.forsyth,26.348684,29.74671,-3.3980255
ga.seminole,8.923077,10.461538,-1.5384617
la.madison,45.92,58.04,-12.120003
la.st. helena,23.48,27.12,-3.6400013
wi.green,20.705263,25.989473,-5.28421
wi.waupaca,175.8,218.76,-42.95999
ks.geary,9.359713,13.568345,-4.2086325
ia.johnson,6.917344,9.293361,-2.3760166
ar.pike,14.71875,18.6875,-3.96875
ar.baxter,6.0373135,8.082089,-2.044776
ar.fulton,24.6,29.92,-5.3199997
ar.pope,24.62353,28.688236,-4.064707
ar.greene,28.124031,38.67442,-10.550388
ar.independence,11.547739,13.256282,-1.7085428
ks.marion,9.884615,14.826923,-4.9423084
ky.clinton,14.880953,19.738094,-4.8571415
ky.green,19.114286,25.485714,-6.3714275
ky.nicholas,10.777778,12.777778,-2
ar.howard,44.8,53.5,-8.700001
ky.owen,11.48,17.84,-6.3600006
md.charles,55.573032,68.98876,-13.4157295
me.washington,4.02,6.86,-2.8400002
me.piscataquis,1.375,2.9583333,-1.5833333
mi.huron,13.227273,25.613636,-12.386363
mi.clinton,131.4,201.32,-69.92001
mi.benzie,69.25,130.375,-61.125
mi.newaygo,77.96,121.96,-44
mi.mecosta,21.115942,30.10145,-8.985508
mi.osceola,27.08,46.16,-19.08
mi.clare,19.65306,30.591837,-10.938776
mi.chippewa,29.768293,103.68293,-73.914635
mi.baraga,39.866665,70.2,-30.333332
mo.cole,25.49627,35.13806,-9.641792
mo.gentry,14.142858,21.142857,-6.999999
mo.scotland,8.2,12.56,-4.3600006
mo.howell,12.244604,14.47482,-2.230216
mo.taney,20.917198,26.471338,-5.55414
mo.adair,14.978495,21.139786,-6.161291
mo.pike,43.12,68.32,-25.2
mo.butler,17.380281,22.176056,-4.7957745
sd.ziebach,32,48,-16
ms.jasper,62.125,65.0625,-2.9375
nc.franklin,27.963856,34.457832,-6.4939766
nc.lee,21.834646,22.968504,-1.1338577
nc.granville,20.049295,22.521128,-2.4718323
nc.macon,12.337349,13.530121,-1.1927719
nc.jackson,19.406977,21.023256,-1.6162796
nc.wayne,20.155064,22.050632,-1.8955688
nc.vance,20.313726,27.049019,-6.7352924
nc.watauga,18.91453,19.957266,-1.042736
nc.surry,14.380531,17.743362,-3.362831
nc.alleghany,11.097561,12.341463,-1.2439022
nc.alamance,34.39916,40.134453,-5.7352943
nc.ashe,12.381579,16.013159,-3.6315794
nc.polk,15.314285,15.942857,-0.6285715
nc.scotland,20.711538,22.740385,-2.0288467
nc.mitchell,13.956522,19.956522,-6
nc.montgomery,41.72973,45.08108,-3.3513527
nc.dare,35.809525,49.42857,-13.619045
nc.onslow,21.19608,25.562092,-4.3660126
nd.bottineau,23.24,30.88,-7.6399994
nd.adams,7.52,10.52,-3.0000005
nd.emmons,25.357143,32.214287,-6.8571434
nd.bowman,11.956522,11.217391,0.739131
nd.wells,15.04,19.24,-4.2
nd.stark,76.16,87.86,-11.699997
az.la paz,0,0,0
in.henry,35.366665,47.788887,-12.422222
ne.lancaster,14.376661,19.456425,-5.0797634
in.howard,19.66929,33.220474,-13.551184
fl.calhoun,38.6,43.52,-4.920002
fl.nassau,66.333336,77.22222,-10.8888855
pa.butler,15.258398,25.113695,-9.855297
pa.wyoming,11.5625,19.5,-7.9375
pa.bedford,43.816326,78.81633,-35.000004
tx.martin,14.777778,28,-13.222222
ne.holt,13.232558,16.930233,-3.6976748
ne.brown,8.173913,10.695652,-2.521739
pa.centre,16.333334,17.751143,-1.4178085
oh.union,28.257732,44.917526,-16.659794
nv.lincoln,12.35,23.55,-11.199999
nv.lander,9.9,16.566668,-6.666668
nv.mineral,4.542857,11.171429,-6.6285715
pa.lawrence,9.275316,14.50633,-5.2310133
mo.platte,19.907217,25.845362,-5.9381447
ne.kearney,53.7,74,-20.3
oh.gallia,4.163763,7.184669,-3.020906
va.smyth,3.352785,4.1538463,-0.80106115
nd.pembina,34,51.3,-17.3
mn.lincoln,9.5,12.75,-3.25
mn.lyon,34.256756,52.48649,-18.229733
ny.allegany,17.18421,29.342106,-12.157896
or.deschutes,9.788961,15.00974,-5.2207785
ny.columbia,6.0260415,7.6875,-1.6614585
or.lake,2.2816901,4.71831,-2.4366198
or.klamath,12.989796,23.489796,-10.5
vt.bennington,2.7373738,3.6969697,-0.9595959
va.hampton,0,0,0
or.union,34.88,53.48,-18.599998
or.polk,101.666664,155.2,-53.533333
wa.chelan,17.06773,23.876493,-6.8087635
or.yamhill,16.164062,22.140625,-5.9765625
or.benton,5.969512,7.835366,-1.8658538
tx.knox,4.607143,5.178571,-0.5714283
il.ford,13.955224,23.328358,-9.373134
il.fulton,19.408602,29.096775,-9.688173
md.kent,20.192308,26.384615,-6.1923065
tx.fannin,3.7003155,4.3059936,-0.6056781
tx.bosque,23.16,24.84,-1.6800003
il.coles,30.618645,39.584747,-8.966103
tx.mitchell,15.8,21.52,-5.7200003
tx.haskell,4.28,4.52,-0.23999977
tx.collingsworth,8.1875,59.5625,-51.375
il.de witt,29.04,39.6,-10.559998
wv.summers,12.44,17.92,-5.4800005
ky.monroe,16.55102,24.367348,-7.816328
ky.montgomery,13.710843,18.012049,-4.3012056
wv.taylor,18.16,32.52,-14.360001
nj.warren,9.592233,13.964401,-4.3721685
ok.kiowa,11.710526,16.18421,-4.4736834
ok.le flore,64.48837,72.74419,-8.255814
il.lee,28.525,43.525,-15.000002
il.livingston,62.761906,103.28571,-40.523808
ky.carroll,16.56,24.12,-7.5600014
ky.pulaski,9.957597,15.80212,-5.8445234
md.talbot,6.9848485,7.992424,-1.0075755
ky.crittenden,6.0833335,7.1041665,-1.020833
ok.mcclain,73.23077,98.25641,-25.025642
ok.love,27.16,41.48,-14.32
ok.logan,74.72,96.84,-22.119995
ok.lincoln,31.92,39.76,-7.8399982
ok.jefferson,15.777778,28,-12.222222
ok.hughes,25.84,31.72,-5.879999
md.worcester,36.622223,39.044445,-2.4222221
ok.harmon,6.52,8.04,-1.52
vt.franklin,4.9857144,10.985714,-5.9999995
sc.berkeley,154.5,166.12,-11.619995
ok.johnston,24.12,30.52,-6.3999996
mt.deer lodge,3.0306513,3.7931035,-0.7624521
ks.johnson,19.33892,26.412167,-7.073246
tx.polk,27.40909,28.787878,-1.378788
ia.plymouth,122.4,151.84,-29.439995
tx.wilbarger,1.195051,1.6870451,-0.49199414
tx.andrews,33.97059,45.294117,-11.323528
tx.washington,17.25,21.333334,-4.083334
ok.coal,17.1,29.75,-12.65
or.jackson,8.484404,12.577982,-4.0935783
tx.wise,13.304348,23.48913,-10.184782
mn.cass,337.4,570.2,-232.80002
sd.meade,78.68,102.2,-23.519997
mn.olmsted,3.6787736,5.4150944,-1.7363207
mn.st. louis,9.526222,15.542222,-6.016
ne.gage,64.72,93.36,-28.64
ks.labette,17.22388,25.61194,-8.38806
ga.ben hill,15.786667,15.64,0.14666653
tx.ward,18,32.6,-14.599998
tx.hansford,10.44,11.64,-1.2000008
tx.colorado,7.223301,10.84466,-3.6213589
ia.jasper,35.735294,49.07353,-13.338234
ia.buchanan,10.875,16.366667,-5.491667
ia.keokuk,27.96,47.36,-19.400002
ia.davis,20.64,32.88,-12.240002
ia.fremont,16.48,20.28,-3.8000011
ia.grundy,11.4375,18.15,-6.7124996
ia.hancock,39.4,59.44,-20.039997
co.delta,19.469387,42.387756,-22.91837
co.phillips,5.05,9,-3.9499998
co.grand,11.522727,20.477272,-8.954545
ga.tattnall,49.32,51.12,-1.7999992
ga.bulloch,20.6,22.136843,-1.5368423
ga.decatur,21.425,22.5,-1.0750008
nc.lincoln,40.049503,45.732674,-5.6831703
ga.wilkes,20.16,25,-4.84
co.rio blanco,5.9142857,13.857142,-7.942857
wi.langlade,69.36,88.08,-18.720001
ia.muscatine,67.666664,98.875,-31.208336
co.las animas,14.08,25.2,-11.120001
co.pueblo,6.4388237,12.006471,-5.567647
ia.adams,9.136364,12.681818,-3.545454
ia.calhoun,45,73.8,-28.800003
ia.adair,20,29.2,-9.200001
ia.bremer,41.88,67.76,-25.880001
ia.delaware,61.04,78.64,-17.599998
ia.jackson,63.8,89.96,-26.16
ia.dallas,279.32,390.64,-111.32001
ia.mahaska,42.60606,55.18182,-12.57576
id.boundary,21.35,30.1,-8.75
ks.mitchell,3.96,8.386666,-4.4266663
ms.jefferson,13.433333,16.9,-3.4666662
mt.flathead,33.39827,45.45022,-12.051949
ks.jackson,69.75,106.25,-36.5
ar.phillips,6.709677,7.251613,-0.5419359
ar.johnson,17.7125,19.6875,-1.9750004
ar.hempstead,12.35443,15.1645565,-2.8101263
ks.stanton,4.529412,5.4411764,-0.9117646
mi.midland,11.204545,18.116882,-6.9123373
mi.kalamazoo,13.071863,17.778318,-4.706455
mi.allegan,71.42647,118.92647,-47.5
ms.alcorn,8.565,10.45,-1.8850002
mi.lapeer,19.295082,32.797813,-13.502731
mi.delta,108.92,141.24,-32.320007
mi.grand traverse,6.480106,10.278515,-3.798409
mi.crawford,5.7746477,9.9577465,-4.183099
mo.marion,20.838385,29.010101,-8.171717
mo.madison,6.9722223,9.138889,-2.166667
mo.laclede,36.275864,40.551723,-4.27586
mo.nodaway,26.679012,33.987656,-7.3086433
mo.audrain,17.636364,18.761364,-1.125
mo.randolph,13.76,18.14,-4.379999
mo.stoddard,38.125,50.583332,-12.458332
mo.scott,20.86111,28.375,-7.5138893
mo.callaway,43.053333,60.81333,-17.759998
mo.pemiscot,7.0838323,8.389221,-1.3053889
mo.lawrence,15.674242,19.787878,-4.113636
mo.linn,6.740741,8.518518,-1.7777777
ms.clarke,41,42.68,-1.6800003
ms.lawrence,32.16,38.52,-6.3600006
wy.lincoln,19.368422,24.868422,-5.5
wy.park,31.48,42.64,-11.16
wy.hot springs,7.12,13.28,-6.16
wy.fremont,14.737904,22.903225,-8.165321
wy.carbon,32.52,52,-19.48
wy.washakie,33.055557,69.388885,-36.33333
wy.converse,28.04,37.28,-9.239998
wy.sweetwater,19.834784,37.452175,-17.617392
wy.campbell,37.533333,60.433334,-22.900002
mt.gallatin,92.62222,136.53334,-43.911118
nc.lenoir,9.762452,11.8505745,-2.0881224
nc.union,40.46696,46.753304,-6.2863426
nc.pitt,9.942794,10.821782,-0.87898827
nc.rockingham,9.948864,11.971591,-2.022727
nc.randolph,43.13793,51.041378,-7.903446
nc.richmond,13.202454,14.08589,-0.8834362
nc.orange,4.7466516,5.419643,-0.6729913
wy.johnson,15.96,26.56,-10.599999
wy.crook,21.4375,32.5625,-11.125
wy.big horn,23.52,33.44,-9.919998
wy.niobrara,5.5833335,11.541667,-5.9583335
wy.weston,35.666668,54,-18.333332
wy.goshen,35.04,68.08,-33.04
wy.platte,14.92,21.24,-6.3199997
fl.putnam,31.252525,32.79798,-1.5454559
fl.hardee,73.52,78.44,-4.920006
fl.gulf,59.210526,63.894737,-4.6842117
fl.desoto,52.34694,76.5102,-24.163261
fl.franklin,33.68,37.16,-3.4799995
fl.flagler,29.979797,33.939392,-3.9595947
fl.bradford,60.84,62.4,-1.5600014
oh.ashland,14.9430895,23.96748,-9.02439
al.baldwin,25.849247,29.012564,-3.1633167
az.gila,0,0,0
al.choctaw,17.76,18.28,-0.52000046
az.graham,0,0,0
az.santa cruz,0,0,0
or.crook,12.6,19.16,-6.5599995
al.geneva,16.554216,17.939758,-1.3855419
al.hale,28.179487,30.794872,-2.615385
al.monroe,9.521276,11.053191,-1.5319147
al.lee,27.06688,28.633759,-1.5668793
al.jackson,24.635294,30.7,-6.064707
al.pike,17.649485,18.814432,-1.1649475
oh.erie,8.04717,12.7853775,-4.738208
ms.leake,61.68,66.64,-4.959999
oh.hocking,33.1,58.733334,-25.633335
oh.geauga,10.996441,19.58363,-8.587189
pr.fajardo,4.03211,4.665138,-0.63302755
pr.humacao,2.9608939,3.3910615,-0.43016768
oh.lawrence,333.75,471.125,-137.375
nm.los alamos,4.12766,7.7021275,-3.5744677
nm.eddy,13.178707,18.395437,-5.21673
nm.rio arriba,20.975,37.075,-16.1
nm.curry,33.179245,47.566036,-14.386791
nv.elko,43.97333,65.666664,-21.693333
in.adams,62.2,99.71429,-37.514286
in.blackford,49.466667,75.333336,-25.866669
oh.shelby,28.811111,41.233334,-12.422222
ny.orleans,20.205128,27.358974,-7.1538467
ut.san juan,33.694443,40.666668,-6.972225
in.decatur,69.04,112.12,-43.08
in.jasper,42.652172,63.608696,-20.956524
ia.wapello,12.875576,17.364056,-4.4884796
sd.brule,24.2,33.04,-8.84
in.jay,37.314285,60.37143,-23.057144
sd.faulk,24.5,30.75,-6.25
sd.roberts,32.84,44.28,-11.439999
ct.middlesex,0,0,0
in.harrison,77.68,112.56,-34.879997
fl.suwannee,231.86667,236.33333,-4.4666595
sd.marshall,11,18.7,-7.700001
fl.baker,1.844368,1.9518486,-0.107480645
pa.venango,8.829268,15.530488,-6.7012196
sd.lake,19.659575,28.468084,-8.80851
pa.jefferson,15.214286,32.142857,-16.92857
pa.mckean,6.9130435,13.384058,-6.4710145
pa.elk,9.5875,15.9875,-6.4000006
in.putnam,70.52,98.04,-27.520004
in.clay,61.84,104.08,-42.24
in.randolph,65.6,105.84,-40.239998
ga.calhoun,13.72,13.56,0.15999985
ga.bacon,31.96,33.52,-1.5600014
in.wayne,18.099602,25.78486,-7.685259
oh.marion,21.048147,28.514814,-7.466667
ga.mitchell,46.95652,46.739132,0.21738815
ga.mcduffie,22.617022,23.829786,-1.2127647
wy.albany,33.131313,46.373737,-13.242424
sd.brookings,54.265305,69.34694,-15.0816345
in.jackson,32.591396,48.505375,-15.913979
oh.wood,32.52551,46.030613,-13.505104
sd.clay,59.24,77.88,-18.639996
or.coos,2.5833333,3.351852,-0.7685187
ny.chenango,13.465517,17.672413,-4.206896
va.northampton,2.5314686,2.7482517,-0.21678305
va.culpeper,35.271427,50.07143,-14.800003
va.stafford,38.76,47.45,-8.690002
va.wythe,8.453704,12.898149,-4.4444447
va.wise,24.05,32.833332,-8.783333
va.russell,13.371795,15.705129,-2.333334
va.tazewell,5.904762,8.142858,-2.2380958
ok.harper,11.64,21.52,-9.88
id.butte,10.142858,11.928572,-1.7857141
va.manassas,0,0,0
va.lancaster,3.3552632,3.7368422,-0.38157892
va.mecklenburg,10.878788,11.535354,-0.65656567
id.cassia,92.36,114.92,-22.559998
va.virginia beach,0,0,0
vt.windham,1.371179,2.344978,-0.9737991
tn.marion,20.132353,22.279411,-2.1470585
sc.union,8.538462,10.062937,-1.5244751
sc.fairfield,45.12,49.12,-4
oh.pickaway,59.52439,72.35366,-12.829269
ok.woods,27.2,45.88,-18.68
ok.custer,28.938272,37.246914,-8.308641
ok.nowata,19.08,23.88,-4.799999
sc.marion,11.669354,12.379032,-0.7096777
vt.orleans,8.68,17.68,-9
ok.ottawa,12.101796,13.658683,-1.5568867
ok.bryan,21.081081,27.378378,-6.2972965
ok.caddo,54.07143,70.21429,-16.142857
ok.canadian,66.35773,85.666664,-19.308937
ok.beaver,10.458333,15.708333,-5.25
ok.atoka,38.16,52.28,-14.119999
ok.adair,20.80597,25.402985,-4.5970154
ok.washita,38.5,58.42857,-19.92857
ok.roger mills,13.866667,16.466667,-2.6000004
ok.texas,79.09091,89.393936,-10.303024
ok.sequoyah,47.73171,55.536587,-7.804878
ok.marshall,35.32,59.44,-24.119999
ar.franklin,36.28,41.64,-5.3600006
tn.lincoln,43.836735,57.489796,-13.653061
ok.dewey,17.333334,30.333334,-13
il.christian,31.791044,43.880596,-12.089552
tn.trousdale,78.4,81.6,-3.199997
tn.lauderdale,89,106.16,-17.160004
tn.obion,21.832117,25.620438,-3.7883205
tn.bedford,14.240506,18.561182,-4.320676
tn.monroe,44.881355,54.01695,-9.135593
vt.caledonia,7.04,14.8,-7.76
wv.marion,5.5120773,9.096619,-3.5845413
tn.carroll,18.304348,22.034782,-3.7304344
tn.claiborne,13.317647,20.235294,-6.9176474
pr.aibonito,2.44,2.9133334,-0.47333336
tn.cumberland,16.089947,20.142857,-4.05291
tn.decatur,25.65,29.4,-3.75
tn.hamblen,13.801325,16.360928,-2.5596027
tn.coffee,15.727273,17.518183,-1.7909098
tn.fentress,16.282352,18.07059,-1.7882366
tn.wilson,18.297958,23.457144,-5.1591854
tn.wayne,25.85,31.15,-5.299999
ia.clay,13.676767,19.595959,-5.9191914
ga.liberty,26.28125,28.546875,-2.265625
ga.stephens,18.1875,18.625,-0.4375
la.cameron,6.7755103,7.6530614,-0.8775511
ga.coffee,37.727272,39.602272,-1.875
ga.dade,47.615383,56.153847,-8.538464
la.assumption,188.16667,233.66667,-45.5
ia.cass,27.30303,36.78788,-9.48485
ia.ida,24.08,34.08,-10.000002
ia.jefferson,33.04,54.52,-21.48
ia.allamakee,39.2,57.84,-18.64
ia.crawford,75.76,82.72,-6.959999
ia.van buren,16.4,23.32,-6.92
ia.osceola,23.28,29.92,-6.6399994
ia.pocahontas,25,38.2,-13.200001
ia.ringgold,9.3125,13.96875,-4.65625
ia.shelby,33.64,47.52,-13.880001
ia.wright,29.531916,39.68085,-10.148935
ia.washington,63.64,93.08,-29.440002
ia.wayne,13.08,18.36,-5.2800007
ia.winneshiek,46.6,65.88,-19.279999
mi.manistee,10.933333,17.711111,-6.7777777
pr.carolina,24.291845,26.695278,-2.4034328
mn.carlton,36.836067,66.508194,-29.672127
mn.wright,91.625,156.76923,-65.144226
mn.isanti,26.60465,44.453487,-17.848837
mn.norman,28.071428,44,-15.928572
mn.polk,32.217392,53.532608,-21.315216
mn.big stone,9.5,12.6,-3.1000004
mn.mcleod,23.443478,44.83478,-21.391304
mn.watonwan,38.72,53.28,-14.559998
mn.lac qui parle,14.90625,22.78125,-7.875
mn.mahnomen,19.277779,30.11111,-10.833332
mn.blue earth,16.875,25.441177,-8.566177
mn.scott,69.04929,111.45071,-42.401413
mn.mille lacs,65.14286,108.21429,-43.071426
mn.murray,27,38.56,-11.560001
mn.pipestone,18.59091,26.636364,-8.045454
mn.grant,11.066667,18.9,-7.833333
mn.nicollet,109.82353,169.64706,-59.823532
mn.beltrami,17.893618,26.248226,-8.354609
mn.clearwater,24,42.96,-18.96
mn.jackson,32.45,49.45,-17
mn.morrison,54.469387,88.20408,-33.73469
mn.hubbard,25.2,38.38,-13.18
mn.wadena,19.77551,31.938776,-12.163265
mn.faribault,16.627907,25.930233,-9.302326
nd.mcintosh,6.681818,7.0227275,-0.34090948
nd.mckenzie,39.958332,49.166668,-9.208336
or.baker,5.3846154,8.015385,-2.6307693
or.umatilla,10.487912,12.410989,-1.9230766
ia.sac,38.12,52.64,-14.52
ia.kossuth,53.28,75.4,-22.120003
ia.buena vista,94.02857,113.51428,-19.48571
or.josephine,5.856,9.84,-3.9840002
ia.montgomery,23,35.12,-12.119999
ia.audubon,12.84,16.32,-3.4799995
ia.dickinson,31.489796,42.408165,-10.918369
oh.greene,31.274677,45.95279,-14.678112
oh.henry,43.903225,61.096775,-17.19355
oh.huron,17.755396,29.503597,-11.748201
ia.greene,22.88,35.2,-12.320002
ia.guthrie,33.2,44,-10.799999
oh.madison,24.138298,33.48936,-9.351063
nm.otero,25.464285,35.482143,-10.0178585
nm.roosevelt,37.833332,56.033333,-18.2
ia.humboldt,17.244898,25.510204,-8.265306
tx.comanche,25.4,29.4,-4
ut.washington,21.185322,30.557798,-9.372477
oh.medina,28.514523,48.240665,-19.726143
oh.mercer,39.136364,53.295456,-14.159092
oh.miami,26.764706,40.35294,-13.588234
oh.muskingum,11.884735,19.42056,-7.5358257
ia.fayette,23.2,35.66,-12.459999
ia.benton,73.36,113.24,-39.879997
ia.mitchell,35.52,58.32,-22.8
ia.monroe,19.32,24.84,-5.5200005
ia.appanoose,19.066668,31.377777,-12.31111
ia.marshall,29.608,41.264,-11.656
sd.mcpherson,26.5,39,-12.5
